"Day_0" "Day_2" "Day_17"
"TRINITY_DN7068_c0_g1_i1" 0.449779 4.19944 0
"TRINITY_DN7092_c1_g1_i1" 0 0 0
"TRINITY_DN7040_c0_g1_i1" 0.288249 0 0
"TRINITY_DN7016_c0_g1_i10" 0 0.668649 0
"TRINITY_DN7016_c0_g1_i13" 0 0.0309852 0
"TRINITY_DN7016_c0_g1_i2" 0 0.113638 0
"TRINITY_DN7016_c0_g1_i23" 2.65089 2.41973 0
"TRINITY_DN7016_c0_g1_i25" 0 0.437572 0
"TRINITY_DN7016_c0_g1_i30" 0.155741 0.355949 0
"TRINITY_DN7016_c0_g1_i35" 1.85836 1.73978 0
"TRINITY_DN7016_c0_g1_i8" 0.367784 1.89135 0
"TRINITY_DN7016_c0_g1_i9" 0 0.292596 0
"TRINITY_DN7096_c0_g1_i1" 0 0 0
"TRINITY_DN7096_c0_g1_i2" 0.777657 0.740204 0
"TRINITY_DN7013_c0_g1_i1" 0.200871 0.510382 0
"TRINITY_DN7013_c0_g1_i2" 0 0 0
"TRINITY_DN7094_c1_g1_i10" 6.00046 2.15514 0
"TRINITY_DN7094_c1_g1_i2" 51.9354 37.7722 1.87855
"TRINITY_DN7094_c1_g1_i4" 1.7455 1.80144 9.66628
"TRINITY_DN7094_c1_g1_i6" 0.752572 1.73249 0
"TRINITY_DN7094_c1_g1_i7" 4.89038 17.8495 0
"TRINITY_DN7094_c1_g1_i9" 3.79728 6.28358 0.361864
"TRINITY_DN7094_c0_g1_i1" 2.25297 3.72131 2.86099
"TRINITY_DN7094_c1_g2_i1" 9.5254 7.71344 15.4893
"TRINITY_DN7094_c1_g2_i2" 0.978522 0 3.36097
"TRINITY_DN7050_c1_g1_i1" 0 0 4.80727
"TRINITY_DN7050_c0_g1_i1" 0 0 0
"TRINITY_DN7050_c0_g1_i2" 0 0.20183 0
"TRINITY_DN7050_c0_g1_i3" 0 0 0
"TRINITY_DN7050_c0_g1_i4" 0 0 0
"TRINITY_DN7050_c0_g1_i5" 0 0 0
"TRINITY_DN7050_c0_g1_i7" 0 0 0
"TRINITY_DN7050_c0_g1_i9" 0 0 0
"TRINITY_DN7052_c0_g1_i1" 0 0 0
"TRINITY_DN7054_c0_g1_i1" 0 0 0.0341668
"TRINITY_DN7054_c0_g1_i2" 2.86701 6.50609 0
"TRINITY_DN7054_c0_g1_i3" 7.45687 11.5789 0
"TRINITY_DN7095_c0_g1_i1" 0 0.317989 0
"TRINITY_DN7095_c0_g1_i2" 0 0.159819 0
"TRINITY_DN7088_c0_g1_i1" 10.3013 11.7606 0
"TRINITY_DN7028_c0_g1_i1" 0 0 0
"TRINITY_DN7075_c0_g1_i1" 0 0 0
"TRINITY_DN7020_c0_g1_i1" 9.03407 6.72083 0
"TRINITY_DN7093_c0_g1_i1" 36.3411 19.0876 0.0122475
"TRINITY_DN7011_c0_g1_i1" 0 0.135293 0
"TRINITY_DN7064_c3_g3_i1" 0.826941 1.22776 0
"TRINITY_DN7064_c1_g1_i1" 0 0 0
"TRINITY_DN7064_c3_g1_i1" 0 1.95474 0
"TRINITY_DN7064_c3_g2_i1" 0 0 0
"TRINITY_DN7064_c2_g1_i1" 0 0 0
"TRINITY_DN7064_c2_g1_i3" 0 0 0
"TRINITY_DN7064_c2_g1_i4" 0 0 0
"TRINITY_DN7064_c2_g1_i5" 0 0 0
"TRINITY_DN7064_c2_g1_i6" 0 0 0
"TRINITY_DN7043_c0_g1_i1" 0 0.20534 0
"TRINITY_DN7005_c0_g1_i1" 2.90634 5.57592 0
"TRINITY_DN7002_c0_g1_i1" 3.34381 2.06725 0
"TRINITY_DN7080_c0_g1_i1" 0.426235 0.63837 0
"TRINITY_DN7049_c0_g1_i1" 7.05775 1.42478 0.147336
"TRINITY_DN7049_c0_g2_i1" 0 0 0.359882
"TRINITY_DN7049_c0_g2_i3" 0 0 0
"TRINITY_DN7049_c0_g3_i1" 0 0 0
"TRINITY_DN7019_c1_g2_i1" 0 0 0
"TRINITY_DN7019_c1_g1_i1" 0 0 0
"TRINITY_DN7019_c1_g1_i2" 0 0 1.04803
"TRINITY_DN7019_c1_g1_i4" 0 0 2.36867
"TRINITY_DN7019_c1_g1_i5" 0 0 0
"TRINITY_DN7003_c0_g1_i1" 0 0 0
"TRINITY_DN7003_c0_g1_i2" 0.574624 4.84948 0
"TRINITY_DN7003_c0_g1_i3" 0 0 0
"TRINITY_DN7057_c0_g1_i1" 0 0 0
"TRINITY_DN7018_c0_g1_i1" 0 0 0
"TRINITY_DN7018_c0_g1_i2" 9.39818 9.68667 0
"TRINITY_DN7018_c0_g1_i3" 8.60718 2.53613 0
"TRINITY_DN7018_c0_g1_i4" 0.300778 0 4.17082
"TRINITY_DN7018_c0_g1_i5" 2.62061 15.9273 6.65916
"TRINITY_DN7018_c0_g1_i6" 7.17941 24.3818 4.27025
"TRINITY_DN7018_c0_g1_i7" 3.16085 27.4792 9.57701
"TRINITY_DN7018_c0_g1_i9" 0.509502 0.898338 0
"TRINITY_DN7018_c0_g2_i1" 18.6598 8.63926 0
"TRINITY_DN7086_c0_g1_i1" 2.71549 4.55439 0.343759
"TRINITY_DN7063_c1_g1_i1" 0 0 1.69078
"TRINITY_DN7063_c0_g1_i1" 0 0 23.666
"TRINITY_DN7063_c0_g1_i2" 0 0 0
"TRINITY_DN7062_c0_g1_i1" 0 0 0
"TRINITY_DN7062_c0_g1_i10" 0 0 0
"TRINITY_DN7062_c0_g1_i11" 0 0.107449 0
"TRINITY_DN7062_c0_g1_i13" 0 0 0
"TRINITY_DN7062_c0_g1_i3" 0 0 0
"TRINITY_DN7062_c0_g1_i5" 0 0.168343 0
"TRINITY_DN7062_c0_g1_i7" 0 0 0
"TRINITY_DN7062_c0_g1_i8" 0 0 0
"TRINITY_DN7062_c0_g1_i9" 0 0 0
"TRINITY_DN7087_c0_g1_i1" 0 0 0
"TRINITY_DN7087_c0_g1_i2" 0 0 0
"TRINITY_DN7078_c0_g1_i1" 2.32599 14.4482 0.104263
"TRINITY_DN7047_c0_g1_i1" 0 0 0
"TRINITY_DN7066_c0_g2_i1" 0 0 0
"TRINITY_DN7066_c0_g2_i3" 0.0812359 0 0
"TRINITY_DN7066_c0_g2_i6" 0 0.0245763 0
"TRINITY_DN7066_c0_g1_i1" 0.164185 0 0
"TRINITY_DN7066_c0_g1_i2" 0.263464 0.232204 0
"TRINITY_DN7066_c0_g1_i3" 0 0 0.0187853
"TRINITY_DN7066_c0_g1_i5" 0 0 0
"TRINITY_DN7066_c1_g1_i1" 0 1.85402 0
"TRINITY_DN7066_c1_g1_i2" 0 0 0
"TRINITY_DN7066_c1_g1_i3" 0 0 0
"TRINITY_DN7066_c1_g1_i4" 0 0 0
"TRINITY_DN7023_c0_g1_i1" 0 0 0
"TRINITY_DN7023_c0_g1_i2" 0 1.8061 0
"TRINITY_DN7025_c0_g1_i1" 0.311118 0 0
"TRINITY_DN7025_c0_g1_i2" 3.48785 16.0954 0
"TRINITY_DN7037_c1_g1_i1" 0.540751 0.778738 10.6963
"TRINITY_DN7037_c3_g1_i1" 0.256149 17.2672 6.76439
"TRINITY_DN7037_c2_g1_i1" 0 0 1.26195
"TRINITY_DN7037_c6_g1_i1" 0.467877 0 1.4792
"TRINITY_DN7037_c1_g2_i1" 0.242196 0 0
"TRINITY_DN7058_c1_g1_i1" 0 0 0
"TRINITY_DN7058_c0_g2_i1" 0 0 0
"TRINITY_DN7058_c2_g1_i1" 0 0 0
"TRINITY_DN7058_c0_g1_i1" 0 0 0
"TRINITY_DN7058_c0_g1_i2" 0 0 0
"TRINITY_DN7058_c0_g1_i3" 0 0 0
"TRINITY_DN7058_c0_g1_i4" 0 0 0
"TRINITY_DN7058_c0_g1_i5" 0 0 0
"TRINITY_DN7058_c0_g1_i7" 0 0 0
"TRINITY_DN7008_c0_g1_i1" 0 0 0
"TRINITY_DN7008_c0_g1_i2" 1.75839 0.438745 0
"TRINITY_DN7044_c0_g1_i2" 0.101777 0 0
"TRINITY_DN7044_c0_g1_i3" 0 0 0
"TRINITY_DN7044_c0_g1_i4" 0 0.402102 0
"TRINITY_DN7044_c0_g1_i5" 0 0.530709 0
"TRINITY_DN7044_c0_g1_i6" 0 0 0
"TRINITY_DN7044_c0_g1_i7" 0 0 0
"TRINITY_DN7044_c0_g1_i9" 0.193392 1.34716 0
"TRINITY_DN7056_c0_g3_i1" 0 0.885611 0
"TRINITY_DN7056_c0_g3_i2" 0 0.918234 0
"TRINITY_DN7056_c0_g1_i1" 0 0 0
"TRINITY_DN7056_c0_g2_i1" 0 0 0
"TRINITY_DN7017_c0_g1_i1" 0 0 0
"TRINITY_DN7017_c0_g1_i10" 0 0 0
"TRINITY_DN7017_c0_g1_i11" 0 0 0
"TRINITY_DN7017_c0_g1_i2" 0 0 0
"TRINITY_DN7017_c0_g1_i3" 0 0 0
"TRINITY_DN7017_c0_g1_i6" 0 0 0
"TRINITY_DN7017_c0_g1_i7" 0 0 0
"TRINITY_DN7017_c0_g1_i8" 0 0 0
"TRINITY_DN7017_c0_g1_i9" 0 0 0
"TRINITY_DN7097_c0_g1_i1" 0.703353 0.0956819 0
"TRINITY_DN7067_c0_g1_i1" 0 0 0
"TRINITY_DN7067_c0_g1_i2" 1.34039 1.42772 0
"TRINITY_DN7067_c0_g1_i3" 1.98104 5.68094 0
"TRINITY_DN7067_c0_g1_i4" 1.03801 0.825325 0
"TRINITY_DN7051_c0_g1_i1" 0.495802 0 1.216
"TRINITY_DN7009_c0_g1_i1" 0 0 0
"TRINITY_DN7009_c0_g1_i2" 7.47647 29.6628 0.0429243
"TRINITY_DN7089_c0_g1_i1" 0.166668 0.544129 0
"TRINITY_DN7072_c0_g1_i1" 0.47127 10.505 0
"TRINITY_DN7072_c0_g1_i2" 0.524905 2.74335 0
"TRINITY_DN7004_c0_g1_i1" 0 0 0
"TRINITY_DN7004_c0_g1_i11" 0 0 0
"TRINITY_DN7004_c0_g1_i12" 6.53545 23.852 52.331
"TRINITY_DN7004_c0_g1_i13" 97.5598 146.088 14.7796
"TRINITY_DN7004_c0_g1_i5" 0 0 0
"TRINITY_DN7004_c0_g1_i6" 0 0 0
"TRINITY_DN7004_c0_g1_i8" 0 0.0434089 0
"TRINITY_DN7004_c0_g1_i9" 0 0 0
"TRINITY_DN7041_c0_g2_i1" 0 0 0
"TRINITY_DN7041_c0_g1_i1" 0 0 0
"TRINITY_DN7026_c0_g1_i1" 0.181455 0.473803 0
"TRINITY_DN7001_c0_g1_i1" 6.82433 7.74723 0
"TRINITY_DN7001_c0_g1_i2" 0 0.796896 0
"TRINITY_DN7039_c0_g1_i1" 0 0 2.09291
"TRINITY_DN7039_c0_g3_i1" 0.103134 0 0.563998
"TRINITY_DN7039_c0_g2_i1" 0 0 0.641601
"TRINITY_DN7039_c0_g2_i2" 0 0 1.95204
"TRINITY_DN7070_c0_g1_i1" 0.707008 1.23058 1.32898
"TRINITY_DN7090_c0_g1_i1" 0 0 0
"TRINITY_DN7090_c0_g1_i3" 0 0 0
"TRINITY_DN7090_c0_g1_i4" 0 0 0
"TRINITY_DN7090_c0_g1_i5" 0 0.213829 0
"TRINITY_DN7090_c0_g1_i6" 6.83592 21.9931 7.94562
"TRINITY_DN7090_c1_g1_i1" 0 0 0
"TRINITY_DN7090_c1_g1_i2" 0 0.420116 0
"TRINITY_DN7090_c1_g1_i3" 0 0 0
"TRINITY_DN7036_c0_g1_i1" 1.87151 1.55136 0
"TRINITY_DN7015_c0_g2_i1" 0 0.21649 0
"TRINITY_DN7015_c0_g1_i2" 0.700128 0 0.3996
"TRINITY_DN7015_c0_g1_i4" 0 0 0
"TRINITY_DN7015_c0_g1_i5" 0.37558 1.53167 0.243444
"TRINITY_DN7015_c0_g1_i6" 0 0 0
"TRINITY_DN7015_c0_g1_i9" 0 4.46779e-08 1.54722e-09
"TRINITY_DN7015_c0_g3_i1" 14.1365 20.926 11.3485
"TRINITY_DN7015_c1_g1_i1" 0 0.170845 0
"TRINITY_DN7000_c0_g1_i1" 1.55624 1.95014 0
"TRINITY_DN7000_c0_g1_i4" 1.17628 1.19303 0
"TRINITY_DN7079_c0_g1_i1" 1.00053 0.340477 0
"TRINITY_DN7099_c0_g1_i10" 0 0.0994279 0
"TRINITY_DN7099_c0_g1_i2" 0 0 0
"TRINITY_DN7099_c0_g1_i3" 0.183578 0 0
"TRINITY_DN7099_c0_g1_i4" 0.382826 0.322902 0
"TRINITY_DN7099_c0_g1_i5" 0 0 0
"TRINITY_DN7099_c0_g1_i9" 0.00192557 8.40067e-05 0
"TRINITY_DN7055_c0_g1_i1" 0 0.195073 0
"TRINITY_DN7055_c0_g2_i1" 0 0 0
"TRINITY_DN7085_c0_g1_i1" 15.9725 5.63498 0.790176
"TRINITY_DN7032_c0_g1_i1" 0.953856 1.78627 0.63517
"TRINITY_DN7032_c0_g1_i2" 0.953856 1.78627 0.63517
"TRINITY_DN976_c0_g1_i1" 1.19459 1.27434 0
"TRINITY_DN976_c0_g1_i2" 0.441848 0.685539 0
"TRINITY_DN961_c0_g1_i1" 0 0 0
"TRINITY_DN961_c0_g1_i5" 0.282774 0.88062 0.444445
"TRINITY_DN961_c1_g2_i1" 0 0 0
"TRINITY_DN961_c1_g1_i1" 1.15563 1.03815 5.95659
"TRINITY_DN961_c1_g1_i2" 0.0789067 0.0855443 0
"TRINITY_DN916_c2_g1_i1" 1.96778 2.07552 3.3431
"TRINITY_DN916_c2_g1_i2" 0 0 0
"TRINITY_DN916_c2_g1_i3" 0 0 0
"TRINITY_DN916_c2_g2_i1" 0.632314 0.995594 5.51233
"TRINITY_DN916_c2_g3_i1" 0 0.613877 0
"TRINITY_DN916_c3_g1_i2" 4.91755 3.09328 2.80751
"TRINITY_DN916_c3_g1_i3" 0 0 0
"TRINITY_DN916_c3_g1_i4" 0.461975 3.04346 15.5669
"TRINITY_DN916_c3_g1_i5" 0 0 0
"TRINITY_DN916_c3_g1_i7" 0 0 0
"TRINITY_DN916_c1_g1_i2" 0.0272322 0.503898 0
"TRINITY_DN916_c0_g1_i1" 0 1.18614 0
"TRINITY_DN916_c0_g1_i2" 3.49796 12.2181 0
"TRINITY_DN916_c0_g1_i3" 0 0 0
"TRINITY_DN916_c0_g1_i4" 0 0 0
"TRINITY_DN916_c0_g1_i6" 2.79098 9.13292 25.9734
"TRINITY_DN970_c0_g1_i1" 0.99049 0.968268 0
"TRINITY_DN970_c0_g1_i10" 0.0286222 0.507714 0.00505996
"TRINITY_DN970_c0_g1_i11" 0.182016 0.606382 0
"TRINITY_DN970_c0_g1_i12" 2.72311e-08 0 1.31281e-08
"TRINITY_DN970_c0_g1_i13" 0.000536094 0.159396 0.000126404
"TRINITY_DN970_c0_g1_i14" 0 2.62822e-09 0
"TRINITY_DN970_c0_g1_i19" 1.40787e-06 0 5.10275e-07
"TRINITY_DN970_c0_g1_i2" 0 0 0
"TRINITY_DN941_c0_g1_i1" 304.975 272.892 0.106872
"TRINITY_DN941_c0_g1_i2" 11.5058 9.18585 0
"TRINITY_DN963_c0_g1_i1" 2.13129 5.33599 0
"TRINITY_DN963_c0_g1_i3" 1.39998 5.19535 0
"TRINITY_DN963_c0_g1_i4" 0.982593 4.2283 0
"TRINITY_DN907_c0_g1_i2" 1.90282 1.39239 0
"TRINITY_DN907_c0_g1_i3" 0.318173 0.167843 1.07643
"TRINITY_DN907_c0_g1_i4" 0 0.322701 0
"TRINITY_DN998_c0_g1_i1" 0.211613 0.351834 0
"TRINITY_DN998_c0_g1_i2" 5.41374 4.69321 0
"TRINITY_DN998_c0_g1_i3" 0.636266 0 0
"TRINITY_DN998_c0_g1_i4" 5.64396e-05 0.779109 0
"TRINITY_DN998_c0_g1_i5" 0 0.144277 0
"TRINITY_DN998_c0_g1_i6" 2.07349 2.70015 0
"TRINITY_DN947_c0_g1_i1" 23.3409 4.0538 0
"TRINITY_DN947_c0_g1_i2" 1.2301 0.519168 0
"TRINITY_DN920_c0_g1_i1" 0.221147 0.697935 0
"TRINITY_DN920_c1_g1_i1" 0.358314 0.186567 8.53677e-07
"TRINITY_DN920_c1_g1_i2" 0 0 0.105901
"TRINITY_DN920_c1_g1_i3" 1.0634 1.9229 0
"TRINITY_DN908_c1_g1_i1" 0.916488 0.211065 0
"TRINITY_DN908_c1_g1_i2" 0.974136 0.188978 0
"TRINITY_DN908_c1_g1_i3" 0.603416 1.96376 0
"TRINITY_DN908_c0_g1_i2" 1.50789 1.62315 0
"TRINITY_DN908_c0_g1_i3" 0 0 0
"TRINITY_DN908_c0_g1_i4" 0.516479 0.748554 0
"TRINITY_DN908_c0_g1_i5" 0.436302 1.91692 0
"TRINITY_DN942_c0_g2_i1" 0 1.29177 1.45231
"TRINITY_DN942_c0_g2_i2" 0.172176 1.49695 0
"TRINITY_DN942_c1_g1_i2" 0.1466 2.2622 0.175457
"TRINITY_DN942_c1_g1_i3" 1.1155 0.982532 0
"TRINITY_DN942_c0_g1_i1" 8.97854 36.0914 28.8262
"TRINITY_DN942_c0_g1_i11" 0 0 0
"TRINITY_DN942_c0_g1_i12" 0.530584 6.91874 7.77334
"TRINITY_DN942_c0_g1_i13" 0.0422613 0.105714 0.0999537
"TRINITY_DN942_c0_g1_i15" 0.0422613 0.105714 0.0999537
"TRINITY_DN942_c0_g1_i17" 0.0821971 4.29944e-09 0
"TRINITY_DN942_c0_g1_i19" 0 0 0
"TRINITY_DN942_c0_g1_i20" 0.0470986 0 0
"TRINITY_DN942_c0_g1_i21" 0 0.81718 0.444759
"TRINITY_DN942_c0_g1_i23" 4.09387e-06 0 0
"TRINITY_DN942_c0_g1_i3" 0.0164526 0.204239 0
"TRINITY_DN942_c0_g1_i4" 0 1.82495 0
"TRINITY_DN942_c0_g1_i5" 0.0164526 0.204239 0
"TRINITY_DN942_c0_g1_i9" 3.537e-08 0.0907123 0
"TRINITY_DN942_c48_g1_i1" 1209.09 1497.62 0.641783
"TRINITY_DN992_c0_g1_i2" 0 0 0
"TRINITY_DN992_c0_g1_i3" 0.165293 1.06089 0
"TRINITY_DN992_c0_g1_i4" 0 0.16103 0
"TRINITY_DN992_c0_g1_i5" 0.492124 0.0399477 0
"TRINITY_DN912_c0_g1_i1" 1.45359 4.35617 0
"TRINITY_DN912_c0_g1_i2" 4.03556 9.18805 0
"TRINITY_DN935_c0_g1_i1" 0.466594 9.47181e-05 0
"TRINITY_DN935_c0_g1_i3" 0.138261 1.09847 0
"TRINITY_DN935_c0_g1_i4" 0.439643 0.241336 0
"TRINITY_DN974_c0_g1_i1" 0.0462028 0 3.64755
"TRINITY_DN974_c0_g2_i1" 0 0 3.22384
"TRINITY_DN939_c0_g1_i1" 0.0656718 1.16731 0.04049
"TRINITY_DN939_c1_g1_i1" 0 0 0
"TRINITY_DN939_c1_g1_i2" 0 0 0
"TRINITY_DN939_c1_g1_i4" 0.105624 0.344522 0
"TRINITY_DN953_c0_g1_i1" 1.22056 1.78331 0
"TRINITY_DN969_c0_g1_i1" 0.613076 0.606797 0
"TRINITY_DN969_c0_g1_i10" 0.697741 1.99018 0
"TRINITY_DN969_c0_g1_i11" 0.56011 3.37924 3.49996
"TRINITY_DN969_c0_g1_i12" 0.592161 0 0
"TRINITY_DN969_c0_g1_i13" 0 0 0
"TRINITY_DN969_c0_g1_i14" 0 0 1.4571
"TRINITY_DN969_c0_g1_i16" 0 0 0
"TRINITY_DN969_c0_g1_i17" 0 0 0
"TRINITY_DN969_c0_g1_i2" 1.77994 4.82589 0
"TRINITY_DN969_c0_g1_i5" 0.214783 0 0
"TRINITY_DN969_c0_g1_i6" 0 0 0
"TRINITY_DN969_c0_g1_i7" 0 1.16954 2.98526
"TRINITY_DN917_c0_g1_i1" 0.790705 0.337978 0
"TRINITY_DN917_c0_g1_i10" 0 0 0
"TRINITY_DN917_c0_g1_i12" 5.69161 0 4.30615
"TRINITY_DN917_c0_g1_i13" 0 2.89126e-08 1.5507
"TRINITY_DN917_c0_g1_i14" 3.64578 1.31657 0
"TRINITY_DN917_c0_g1_i2" 1.5573 0 0
"TRINITY_DN917_c0_g1_i7" 0.945562 0 0
"TRINITY_DN917_c0_g1_i8" 6.77612 2.60357 0
"TRINITY_DN917_c2_g1_i1" 0.855765 2.84958 2.16588
"TRINITY_DN917_c3_g1_i1" 0 0 0
"TRINITY_DN917_c4_g1_i1" 0.610919 0 0
"TRINITY_DN917_c0_g2_i1" 3.60942 1.06406 0
"TRINITY_DN933_c0_g1_i1" 0.50332 7.21944 6.95166
"TRINITY_DN933_c0_g1_i2" 0 0.102692 0
"TRINITY_DN933_c0_g1_i4" 0 0 0
"TRINITY_DN933_c0_g1_i5" 0 0.135689 0
"TRINITY_DN933_c0_g2_i1" 0 0 0
"TRINITY_DN933_c0_g2_i2" 0 0.034454 0
"TRINITY_DN933_c0_g2_i5" 0 0 0
"TRINITY_DN933_c0_g2_i8" 0.0316923 0.224136 0
"TRINITY_DN988_c0_g1_i1" 13.1179 14.8948 2.92586
"TRINITY_DN988_c0_g1_i2" 1.96263 0.374968 0
"TRINITY_DN988_c1_g1_i1" 3.92511 13.0651 1.87236
"TRINITY_DN926_c0_g1_i1" 7.52774 3.68733 0
"TRINITY_DN944_c0_g1_i1" 0.906096 2.71264 0
"TRINITY_DN910_c0_g1_i1" 0 0 0
"TRINITY_DN910_c0_g1_i2" 0 0 0
"TRINITY_DN910_c0_g1_i3" 0.677549 0.430458 0
"TRINITY_DN982_c0_g1_i1" 0 0 0
"TRINITY_DN982_c0_g1_i2" 6.65286 19.8167 0.00808054
"TRINITY_DN982_c0_g1_i3" 0 1.76068 0.00808054
"TRINITY_DN982_c0_g1_i4" 0 0.489593 0
"TRINITY_DN990_c0_g1_i10" 0.00611875 4.12323 3.12948
"TRINITY_DN990_c0_g1_i11" 0.0197543 0 0
"TRINITY_DN990_c0_g1_i15" 0 0.108139 0
"TRINITY_DN990_c0_g1_i19" 0.025873 0.999667 0.581585
"TRINITY_DN990_c0_g1_i20" 0 0.144357 0.05139
"TRINITY_DN990_c0_g1_i21" 0 0.162621 0
"TRINITY_DN990_c0_g1_i22" 0 22.7812 0
"TRINITY_DN990_c0_g1_i23" 0 0 0
"TRINITY_DN990_c0_g1_i35" 0.126339 1.57918 2.25249
"TRINITY_DN990_c0_g1_i36" 0 0.155903 0
"TRINITY_DN990_c0_g1_i4" 0 0 0
"TRINITY_DN990_c21_g1_i1" 0 0.391432 0
"TRINITY_DN995_c0_g1_i1" 0 0 0
"TRINITY_DN995_c0_g1_i10" 0 0 0
"TRINITY_DN995_c0_g1_i11" 0 0 0
"TRINITY_DN995_c0_g1_i4" 0 0 0
"TRINITY_DN995_c0_g1_i5" 0 0.161121 0
"TRINITY_DN995_c0_g1_i6" 0 0 0
"TRINITY_DN995_c0_g1_i7" 0 0 0
"TRINITY_DN995_c0_g1_i8" 0 0 0
"TRINITY_DN996_c0_g1_i1" 0.403039 0.517975 0
"TRINITY_DN996_c0_g1_i3" 0 0 0
"TRINITY_DN996_c0_g1_i4" 0 0 0
"TRINITY_DN996_c0_g1_i5" 0 0.193931 0
"TRINITY_DN996_c0_g1_i6" 0 0 0
"TRINITY_DN996_c0_g1_i7" 0 0 0
"TRINITY_DN996_c0_g1_i8" 0 0.741812 0
"TRINITY_DN980_c0_g1_i1" 13.0149 15.3205 0.0260883
"TRINITY_DN980_c0_g1_i2" 3.10638 3.4979 0
"TRINITY_DN980_c0_g1_i3" 0 0 1.97034
"TRINITY_DN980_c0_g1_i4" 1.55294e-09 0 0
"TRINITY_DN951_c0_g1_i1" 1.92442 1.64265 0
"TRINITY_DN951_c0_g1_i2" 0 1.74963 0
"TRINITY_DN951_c0_g1_i3" 0 0 0
"TRINITY_DN902_c0_g2_i1" 0 0.0366961 0
"TRINITY_DN902_c0_g2_i2" 0 1.69399 0
"TRINITY_DN902_c0_g1_i1" 0.504769 0.652804 0.376655
"TRINITY_DN902_c1_g1_i1" 0.983663 0.77022 4.24864
"TRINITY_DN902_c1_g2_i1" 0 0 0
"TRINITY_DN962_c0_g1_i1" 5.00348 12.212 0
"TRINITY_DN962_c0_g1_i2" 0.83241 20.0109 0
"TRINITY_DN962_c0_g1_i3" 0 5.85859 0
"TRINITY_DN962_c0_g1_i4" 0 0.39395 0
"TRINITY_DN962_c0_g1_i5" 3.00973 12.1933 0
"TRINITY_DN962_c0_g1_i6" 1.80679 1.42459 0
"TRINITY_DN962_c0_g1_i7" 2.95026 0.0244423 0
"TRINITY_DN919_c0_g1_i1" 10.2576 13.1024 0
"TRINITY_DN919_c0_g1_i2" 10.5171 9.11725 0
"TRINITY_DN919_c0_g1_i3" 11.4974 15.2746 0
"TRINITY_DN929_c0_g1_i1" 0.460807 0.0418086 0
"TRINITY_DN929_c0_g1_i2" 0 2.13353e-08 0
"TRINITY_DN930_c0_g1_i1" 186.852 0 0
"TRINITY_DN930_c0_g1_i2" 1248.69 0 0
"TRINITY_DN930_c0_g1_i4" 338.667 0.213829 0
"TRINITY_DN986_c0_g1_i1" 0 0.697742 0
"TRINITY_DN986_c0_g1_i10" 0 0 0
"TRINITY_DN986_c0_g1_i11" 0 0 0
"TRINITY_DN986_c0_g1_i2" 0 0.282117 0
"TRINITY_DN986_c0_g1_i5" 0.297326 0.813795 0
"TRINITY_DN986_c0_g1_i6" 0 0 0
"TRINITY_DN986_c0_g1_i7" 0 0.339972 0
"TRINITY_DN918_c0_g1_i1" 24.1438 19.1983 0.0222462
"TRINITY_DN918_c0_g1_i2" 4.30136 4.02935 0.581118
"TRINITY_DN977_c0_g1_i1" 0 3.18285 0
"TRINITY_DN977_c0_g1_i2" 2.94992 1.63426 0
"TRINITY_DN960_c0_g1_i1" 0 0 0
"TRINITY_DN960_c0_g1_i11" 0.22399 0.289574 1.76977
"TRINITY_DN960_c0_g1_i12" 0 0.146607 0
"TRINITY_DN960_c0_g1_i13" 0 0 0
"TRINITY_DN960_c0_g1_i15" 0 0.0306695 0
"TRINITY_DN960_c0_g1_i16" 0 1.07249 8.10597
"TRINITY_DN960_c0_g1_i19" 0 0 0
"TRINITY_DN960_c0_g1_i2" 1.20423 1.6341 0
"TRINITY_DN960_c0_g1_i20" 0 0 4.72229
"TRINITY_DN960_c0_g1_i22" 0.00188893 0 0
"TRINITY_DN960_c0_g1_i23" 0 0 0
"TRINITY_DN960_c0_g1_i24" 0 0 0
"TRINITY_DN960_c0_g1_i25" 0 0.698045 4.19059e-09
"TRINITY_DN960_c0_g1_i27" 0.59281 0.541387 0
"TRINITY_DN960_c0_g1_i28" 0 0.261071 0
"TRINITY_DN960_c0_g1_i29" 0 0.366045 0
"TRINITY_DN960_c0_g1_i30" 0 0 0
"TRINITY_DN960_c0_g1_i31" 0.00752485 0 0
"TRINITY_DN960_c0_g1_i32" 0 0.174318 7.31394
"TRINITY_DN960_c0_g1_i33" 0 0 0
"TRINITY_DN960_c0_g1_i34" 0 0 0
"TRINITY_DN960_c0_g1_i35" 0.400186 0 0
"TRINITY_DN960_c0_g1_i38" 0.316719 0.259326 0
"TRINITY_DN960_c0_g1_i4" 0 0 0
"TRINITY_DN960_c0_g1_i5" 0.136196 0.972617 0
"TRINITY_DN960_c0_g1_i7" 0 0 1.25269
"TRINITY_DN960_c0_g1_i8" 1.04386 0 0.370702
"TRINITY_DN960_c0_g2_i1" 0 0.162682 0.953449
"TRINITY_DN991_c0_g1_i1" 4.04669 3.05256 0
"TRINITY_DN991_c0_g1_i2" 0.347991 0.604931 0
"TRINITY_DN991_c0_g1_i3" 0 0 0
"TRINITY_DN991_c0_g1_i4" 0 0 0
"TRINITY_DN991_c0_g1_i6" 2.57875 3.10625 0
"TRINITY_DN964_c0_g1_i2" 55.1012 153.359 0.0367405
